순번,시장-상점가 구분,인정여부,지자체,시장-상점가명,실시여부 - 1) 배송서비스,실시여부 - 2) 장보기서비스
1,전통시장,인정시장,서울강남구,강남시장,2,2
2,전통시장,인정시장,서울강남구,신사상가,2,2
3,전통시장,인정시장,서울강남구,영동전통시장,1,2
4,전통시장,인정시장,서울강남구,청담삼익시장,2,2
5,전통시장,인정시장,서울강동구,고분다리전통시장,1,2
6,전통시장,인정시장,서울강동구,길동복조리시장,1,2
7,전통시장,인정시장,서울강동구,둔촌역전통시장,1,1
8,전통시장,인정시장,서울강동구,명일전통시장,2,2
9,전통시장,인정시장,서울강동구,성내전통시장,2,2
10,전통시장,인정시장,서울강동구,암사종합시장,1,1
11,전통시장,인정시장,서울강북구,강북북부시장,2,2
12,전통시장,인정시장,서울강북구,강북종합전통시장,2,2
13,전통시장,인정시장,서울강북구,동북시장,2,2
14,전통시장,미인정시장,서울강북구,방천골목시장,2,2
15,전통시장,미인정시장,서울강북구,번동북부골목시장,2,2
16,전통시장,미인정시장,서울강북구,솔샘시장,2,2
17,전통시장,인정시장,서울강북구,수유북부시장,2,2
18,전통시장,인정시장,서울강북구,수유시장,2,2
19,전통시장,인정시장,서울강북구,수유재래시장,1,2
20,전통시장,인정시장,서울강북구,수유전통시장(수유골목시장),2,1
21,전통시장,미인정시장,서울강북구,수유중앙골목시장,2,2
22,전통시장,인정시장,서울강북구,수유중앙시장,2,2
23,전통시장,인정시장,서울강북구,수유프라자,2,2
24,전통시장,미인정시장,서울강북구,우이골목시장,2,2
25,전통시장,인정시장,서울강북구,우이시장,2,2
26,전통시장,인정시장,서울강북구,장미원골목시장,2,2
27,전통시장,미인정시장,서울강북구,삼양골목시장,2,2
28,전통시장,인정시장,서울강서구,까치산시장,2,2
29,전통시장,인정시장,서울강서구,남부골목시장,2,2
30,전통시장,인정시장,서울강서구,남부화곡시장,2,2
31,전통시장,인정시장,서울강서구,대원종합시장,2,2
32,전통시장,인정시장,서울강서구,등마루시장,2,2
33,전통시장,인정시장,서울강서구,방신전통시장,1,2
34,전통시장,인정시장,서울강서구,신월중앙시장,2,2
35,전통시장,인정시장,서울강서구,화곡본동시장,1,2
36,전통시장,인정시장,서울강서구,화곡중앙골목시장,2,2
37,전통시장,미인정시장,서울관악구,강남골목시장,2,2
38,전통시장,인정시장,서울관악구,관악신사시장,1,1
39,전통시장,인정시장,서울관악구,관악종합시장,2,2
40,전통시장,미인정시장,서울관악구,미성동도깨비시장,2,2
41,전통시장,인정시장,서울관악구,봉일시장,2,2
42,전통시장,인정시장,서울관악구,봉천제일종합시장,2,2
43,전통시장,인정시장,서울관악구,봉천중앙시장,2,2
44,전통시장,인정시장,서울관악구,봉천현대시장,1,2
45,전통시장,인정시장,서울관악구,신림종합시장,2,2
46,전통시장,인정시장,서울관악구,신림현대종합상가,2,2
47,전통시장,인정시장,서울관악구,신신림시장,2,2
48,전통시장,인정시장,서울관악구,신원시장,2,2
49,전통시장,인정시장,서울관악구,우림시장,2,2
50,전통시장,인정시장,서울관악구,인헌시장,1,1
51,전통시장,미인정시장,서울관악구,중부시장,2,2
52,전통시장,인정시장,서울관악구,펭귄시장,1,2
53,전통시장,미인정시장,서울관악구,영림시장,2,2
54,전통시장,인정시장,서울광진구,광성시장,1,1
55,전통시장,인정시장,서울광진구,노룬산골목시장(인정시장),2,2
56,전통시장,인정시장,서울광진구,노룬산시장(건물형),2,2
57,전통시장,미인정시장,서울광진구,면곡시장(골목형)(미인정),2,2
58,전통시장,인정시장,서울광진구,신성종합시장(건물형),2,2
59,전통시장,인정시장,서울광진구,영동교골목시장,2,2
60,전통시장,인정시장,서울광진구,자양전통시장,1,2
61,전통시장,인정시장,서울광진구,조양시장(건물형),2,2
62,전통시장,인정시장,서울광진구,중곡제일전통시장(중곡제일시장),1,2
63,전통시장,인정시장,서울광진구,화양제일골목시장,2,2
64,전통시장,인정시장,서울구로구,가리봉시장,2,2
65,전통시장,인정시장,서울구로구,개봉중앙시장,2,2
66,전통시장,인정시장,서울구로구,개봉프라자,2,2
67,전통시장,인정시장,서울구로구,고척근린시장,1,2
68,전통시장,인정시장,서울구로구,구로시장,2,2
69,전통시장,인정시장,서울구로구,남구로시장,1,2
70,전통시장,인정시장,서울금천구,남문시장,1,2
71,전통시장,인정시장,서울금천구,은행나무시장,2,2
72,전통시장,인정시장,서울금천구,현대시장,2,2
73,전통시장,인정시장,서울노원구,공릉동도깨비시장,1,2
74,전통시장,인정시장,서울노원구,상계중앙시장,2,2
75,전통시장,인정시장,서울도봉구,방학동도깨비시장,1,2
76,전통시장,인정시장,서울도봉구,백운시장,2,2
77,전통시장,인정시장,서울도봉구,신도봉시장,2,2
78,전통시장,인정시장,서울도봉구,창동골목시장,2,2
79,전통시장,인정시장,서울도봉구,창동신창시장,1,2
80,전통시장,인정시장,서울동대문구,경동광성상가,2,2
81,전통시장,인정시장,서울동대문구,답십리시장,2,2
82,전통시장,인정시장,서울동대문구,답십리현대시장,1,2
83,전통시장,인정시장,서울동대문구,동부시장,2,2
84,전통시장,인정시장,서울동대문구,동서시장,2,2
85,전통시장,인정시장,서울동대문구,서울약령시장,2,2
86,전통시장,인정시장,서울동대문구,전농로터리시장,2,2
87,전통시장,인정시장,서울동대문구,청량리농수산물시장,2,2
88,전통시장,인정시장,서울동대문구,청량리수산시장,2,2
89,전통시장,인정시장,서울동대문구,청량리전통시장,2,2
90,전통시장,인정시장,서울동대문구,청량리종합시장,2,2
91,전통시장,인정시장,서울동대문구,청량리청과물시장,2,2
92,전통시장,인정시장,서울동대문구,청량종합도매시장(깡통시장),2,2
93,전통시장,인정시장,서울동대문구,회기시장,2,2
94,전통시장,인정시장,서울동작구,강남시장,2,2
95,전통시장,인정시장,서울동작구,남성시장,2,2
96,전통시장,인정시장,서울동작구,남성역골목시장,2,2
97,전통시장,미인정시장,서울동작구,노량진중앙시장,2,2
98,전통시장,미인정시장,서울동작구,만양로 상점가,2,2
99,전통시장,인정시장,서울동작구,본동인정시장,2,2
100,전통시장,인정시장,서울동작구,사당시장,2,2
101,전통시장,미인정시장,서울동작구,상도4동 도깨비시장,2,2
102,전통시장,인정시장,서울동작구,상도전통시장,2,2
103,전통시장,인정시장,서울동작구,성대시장,2,2
104,전통시장,인정시장,서울동작구,성대전통시장,1,1
105,전통시장,미인정시장,서울동작구,신대방1동 골목시장,2,2
106,전통시장,인정시장,서울동작구,영도시장,2,2
107,전통시장,미인정시장,서울동작구,흑석시장,2,2
108,전통시장,인정시장,서울마포구,공덕시장,2,2
109,전통시장,인정시장,서울마포구,마포농수산물시장,2,2
110,전통시장,인정시장,서울마포구,망원동월드컵시장,2,2
111,전통시장,인정시장,서울마포구,망원시장,1,1
112,전통시장,인정시장,서울마포구,서교시장,2,2
113,전통시장,인정시장,서울마포구,아현시장,2,2
114,전통시장,인정시장,서울마포구,영진시장,2,2
115,전통시장,인정시장,서울서대문구,백련시장,1,2
116,전통시장,인정시장,서울서대문구,연희사러가,2,2
117,전통시장,인정시장,서울서대문구,영천시장,1,2
118,전통시장,인정시장,서울서대문구,유진상가,2,2
119,전통시장,인정시장,서울서대문구,인왕시장,2,2
120,전통시장,인정시장,서울서초구,남부종합시장,2,2
121,전통시장,인정시장,서울서초구,양재시장,2,2
122,전통시장,인정시장,서울성동구,금남시장,2,1
123,전통시장,인정시장,서울성동구,뚝도시장,1,2
124,전통시장,인정시장,서울성동구,마장축산물시장,2,2
125,전통시장,인정시장,서울성동구,용답상가시장,2,2
126,전통시장,인정시장,서울성북구,길음시장,2,2
127,전통시장,인정시장,서울성북구,돈암시장,2,2
128,전통시장,미인정시장,서울성북구,밤나무골시장,2,2
129,전통시장,인정시장,서울성북구,석관시장,2,2
130,전통시장,인정시장,서울성북구,돌곶이시장(구 석관황금시장),2,2
131,전통시장,인정시장,서울성북구,장위전통시장,2,2
132,전통시장,인정시장,서울성북구,정릉시장,1,2
133,전통시장,인정시장,서울성북구,정릉아리랑시장,2,2
134,전통시장,인정시장,서울송파구,마천시장,2,2
135,전통시장,인정시장,서울송파구,마천중앙시장,2,2
136,전통시장,인정시장,서울송파구,방이시장,2,2
137,전통시장,인정시장,서울송파구,새마을시장,2,2
138,전통시장,인정시장,서울송파구,석촌시장,2,2
139,전통시장,인정시장,서울송파구,풍납시장,1,2
140,전통시장,인정시장,서울양천구,경창시장,2,2
141,전통시장,인정시장,서울양천구,목2동시장,2,2
142,전통시장,인정시장,서울양천구,목동깨비시장 (목3동시장),1,1
143,전통시장,인정시장,서울양천구,목사랑시장 (목4동시장),1,1
144,전통시장,인정시장,서울양천구,신월1동신영시장,1,2
145,전통시장,미인정시장,서울양천구,신월3동골목시장,2,2
146,전통시장,미인정시장,서울양천구,신월7동골목시장,2,2
147,전통시장,미인정시장,서울양천구,신정1동골목시장,2,2
148,전통시장,미인정시장,서울양천구,신정2동골목시장,2,2
149,전통시장,인정시장,서울양천구,우성상가시장,2,2
150,전통시장,인정시장,서울양천구,월정로시장,2,2
151,전통시장,인정시장,서울영등포구,대림중앙시장,2,2
152,전통시장,인정시장,서울영등포구,대신시장,2,2
153,전통시장,인정시장,서울영등포구,동남상가,2,2
154,전통시장,인정시장,서울영등포구,삼구시장,2,2
155,전통시장,인정시장,서울영등포구,영신상가,2,2
156,전통시장,인정시장,서울영등포구,영일시장,2,2
157,전통시장,인정시장,서울영등포구,영진시장(A동),2,2
158,전통시장,인정시장,서울용산구,만리시장,2,2
159,전통시장,인정시장,서울용산구,보광시장,2,2
160,전통시장,인정시장,서울용산구,신흥시장,2,2
161,전통시장,인정시장,서울용산구,용산용문전통시장,1,2
162,전통시장,인정시장,서울용산구,이촌종합시장,2,2
163,전통시장,인정시장,서울용산구,이태원시장,2,2
164,전통시장,인정시장,서울용산구,후암시장,2,2
165,전통시장,인정시장,서울은평구,대림골목시장,2,2
166,전통시장,인정시장,서울은평구,대림시장,2,2
167,전통시장,인정시장,서울은평구,대조시장,2,2
168,전통시장,인정시장,서울은평구,신응암시장,1,2
169,전통시장,인정시장,서울은평구,연서시장,1,2
170,전통시장,인정시장,서울은평구,제일시장,2,2
171,전통시장,인정시장,서울은평구,증산종합시장,2,2
172,전통시장,미인정시장,서울종로구,낙원시장,1,2
173,전통시장,미인정시장,서울종로구,동대문상가A동,2,2
174,전통시장,미인정시장,서울종로구,동대문상가B동,2,2
175,전통시장,미인정시장,서울종로구,동대문상가C동,2,2
176,전통시장,인정시장,서울종로구,동대문종합시장,2,2
177,전통시장,인정시장,서울종로구,동대문종합시장D동상가,2,2
178,전통시장,인정시장,서울종로구,동문시장㈜,2,2
179,전통시장,인정시장,서울종로구,신설종합시장,2,2
180,전통시장,인정시장,서울종로구,종로신진시장,2,2
181,전통시장,인정시장,서울종로구,통인시장,1,2
182,전통시장,인정시장,서울종로구,한일상가,2,2
183,전통시장,미인정시장,서울종로구,동대문상가D동,2,2
184,전통시장,인정시장,서울종로구,동대문종합시장 신관(동대문쇼핑타운),2,2
185,전통시장,인정시장,서울중구,광희패션몰,2,2
186,전통시장,인정시장,서울중구,남대문시장,2,2
187,전통시장,인정시장,서울중구,남평화시장,2,2
188,전통시장,인정시장,서울중구,대림상가,2,2
189,전통시장,인정시장,서울중구,동평화시장,2,2
190,전통시장,인정시장,서울중구,동화상가,2,2
191,전통시장,인정시장,서울중구,방산종합시장,2,2
192,전통시장,인정시장,서울중구,삼익패션타운,2,2
193,전통시장,인정시장,서울중구,서울중앙시장,2,2
194,전통시장,인정시장,서울중구,신중부시장,2,2
195,전통시장,인정시장,서울중구,신중앙시장,2,2
196,전통시장,인정시장,서울중구,신평화패션타운,2,2
197,전통시장,인정시장,서울중구,약수시장,2,2
198,전통시장,인정시장,서울중구,자유상가,2,2
199,전통시장,인정시장,서울중구,제일평화시장,2,2
200,전통시장,인정시장,서울중구,중부시장,2,2
201,전통시장,인정시장,서울중구,테크노상가,2,2
202,전통시장,인정시장,서울중구,통일상가,2,2
203,전통시장,인정시장,서울중구,평화시장,2,2
204,전통시장,인정시장,서울중구,황학시장,2,2
205,전통시장,인정시장,서울중랑구,동성타워프라자,2,2
206,전통시장,인정시장,서울중랑구,동원시장,2,2
207,전통시장,인정시장,서울중랑구,동원전통종합시장,1,1
208,전통시장,인정시장,서울중랑구,면목골목시장,2,2
209,전통시장,인정시장,서울중랑구,면목시장,2,2
210,전통시장,인정시장,서울중랑구,사가정시장,2,2
211,전통시장,인정시장,서울중랑구,신아타운,2,2
212,전통시장,인정시장,서울중랑구,우림골목시장,2,2
213,전통시장,인정시장,서울중랑구,중랑교종합상가,2,2
214,전통시장,인정시장,서울중랑구,중랑동부시장(동부골목시장),2,2
215,전통시장,인정시장,서울중랑구,태능엔터피아,2,2
216,전통시장,미인정시장,부산강서구,덕두시장,2,2
217,전통시장,인정시장,부산강서구,명지시장,2,2
218,전통시장,인정시장,부산금정구,구서오시게시장,2,2
219,전통시장,인정시장,부산금정구,금사제일상가시장,2,2
220,전통시장,인정시장,부산금정구,부곡상가시장,2,2
221,전통시장,인정시장,부산금정구,서동시장,2,2
222,전통시장,인정시장,부산금정구,서동전통골목시장,2,2
223,전통시장,인정시장,부산금정구,서동향토시장,2,2
224,전통시장,인정시장,부산금정구,장성시장,2,2
225,전통시장,인정시장,부산금정구,장전상가시장,2,2
226,전통시장,인정시장,부산기장군,기장시장,2,2
227,전통시장,미인정시장,부산기장군,송정시장,2,2
228,전통시장,인정시장,부산남구,감만시장,2,2
229,전통시장,인정시장,부산남구,남광시장,2,2
230,전통시장,인정시장,부산남구,대연시장,2,2
231,전통시장,인정시장,부산남구,동성하이타운시장,2,2
232,전통시장,인정시장,부산남구,못골골목시장,1,2
233,전통시장,인정시장,부산남구,새감만종합시장,2,2
234,전통시장,인정시장,부산남구,용호1동골목시장,1,1
235,전통시장,인정시장,부산남구,용호골목시장,2,2
236,전통시장,인정시장,부산남구,용호삼성시장,2,1
237,전통시장,인정시장,부산남구,용호시장,2,2
238,전통시장,인정시장,부산남구,우암골목시장,2,2
239,전통시장,인정시장,부산동구,부산자유시장,2,2
240,전통시장,인정시장,부산동구,부산남문시장,2,2
241,전통시장,인정시장,부산동구,부산진시장,2,2
242,전통시장,인정시장,부산동구,성북시장,2,2
243,전통시장,인정시장,부산동구,수정시장,2,2
244,전통시장,인정시장,부산동구,수정전통시장,2,2
245,전통시장,인정시장,부산동구,초량상가시장,2,2
246,전통시장,인정시장,부산동구,초량전통시장,2,2
247,전통시장,인정시장,부산동구,범일골목시장,2,2
248,전통시장,인정시장,부산동래구,금강시장,2,2
249,전통시장,인정시장,부산동래구,금성상가시장,2,2
250,전통시장,인정시장,부산동래구,동래시장,2,2
251,전통시장,인정시장,부산동래구,명장시장,2,2
252,전통시장,인정시장,부산동래구,사직시장,2,2
253,전통시장,인정시장,부산동래구,서원시장,2,2
254,전통시장,인정시장,부산동래구,수안인정시장,2,2
255,전통시장,인정시장,부산동래구,안락상가시장,2,2
256,전통시장,인정시장,부산동래구,온천인정시장,2,2
257,전통시장,인정시장,부산동래구,충렬상가시장,2,2
258,전통시장,인정시장,부산동래구,금정상가시장,2,2
259,전통시장,인정시장,부산동래구,신정시장,2,2
260,전통시장,인정시장,부산부산진구,가야벽산상가,2,2
261,전통시장,인정시장,부산부산진구,개금골목시장,2,2
262,전통시장,인정시장,부산부산진구,개금큰시장,2,2
263,전통시장,인정시장,부산부산진구,골드테마거리,2,2
264,전통시장,인정시장,부산부산진구,국제상가,2,2
265,전통시장,인정시장,부산부산진구,당감골목시장,2,2
266,전통시장,인정시장,부산부산진구,당감새시장,2,2
267,전통시장,인정시장,부산부산진구,당감시장,2,2
268,전통시장,인정시장,부산부산진구,동평새시장,2,2
269,전통시장,인정시장,부산부산진구,부산전자종합시장,1,2
270,전통시장,인정시장,부산부산진구,부산평화시장,2,2
271,전통시장,인정시장,부산부산진구,부전기장골목시장,2,2
272,전통시장,인정시장,부산부산진구,부전농수산물새벽시장,2,2
273,전통시장,인정시장,부산부산진구,부전상가,2,2
274,전통시장,인정시장,부산부산진구,부전시장,2,2
275,전통시장,인정시장,부산부산진구,부전인삼시장,2,2
276,전통시장,인정시장,부산부산진구,서면시장,2,2
277,전통시장,인정시장,부산부산진구,서면종합시장,2,2
278,전통시장,인정시장,부산부산진구,서면중앙시장,2,2
279,전통시장,인정시장,부산부산진구,성곡종합시장,2,2
280,전통시장,인정시장,부산부산진구,양정시장,2,2
281,전통시장,인정시장,부산부산진구,연지시장,2,2
282,전통시장,인정시장,부산부산진구,전포놀이터시장,2,2
283,전통시장,인정시장,부산부산진구,초읍시장,2,2
284,전통시장,인정시장,부산북구,구포축산물도매시장,2,2
285,전통시장,인정시장,부산북구,덕천시장,2,2
286,전통시장,인정시장,부산북구,만덕2동제일상가시장,2,2
287,전통시장,인정시장,부산북구,만덕시장,2,2
288,전통시장,인정시장,부산사상구,감전시장,2,2
289,전통시장,인정시장,부산사상구,구덕대림상가,2,2
290,전통시장,인정시장,부산사상구,르네시떼시장,2,2
291,전통시장,인정시장,부산사상구,모라전통시장,2,2
292,전통시장,인정시장,부산사상구,복이있는덕포시장,2,2
293,전통시장,인정시장,부산사상구,부산산업용재유통상가,2,2
294,전통시장,인정시장,부산사상구,부산산업용품상협동조합,2,2
295,전통시장,인정시장,부산사상구,부산새벽시장,2,2
296,전통시장,인정시장,부산사상구,사상시장,2,2
297,전통시장,인정시장,부산사상구,영해종합시장,2,2
298,전통시장,인정시장,부산사상구,우신종합상가,2,2
299,전통시장,인정시장,부산사상구,주례럭키종합상가,2,2
300,전통시장,인정시장,부산사상구,주례현대무지개상가,2,2
301,전통시장,인정시장,부산사상구,학장반도보라상가,2,2
302,전통시장,인정시장,부산사상구,부산광역시건축자재판매협동조합,2,2
303,전통시장,인정시장,부산사하구,가락타운상가시장,2,2
304,전통시장,인정시장,부산사하구,감천2동시장,2,2
305,전통시장,인정시장,부산사하구,감천시장,2,2
306,전통시장,인정시장,부산사하구,괴정골목시장,1,1
307,전통시장,인정시장,부산사하구,다대씨-파크,2,2
308,전통시장,인정시장,부산사하구,당리시장,2,2
309,전통시장,인정시장,부산사하구,사하시장,2,2
310,전통시장,인정시장,부산사하구,신평골목시장,2,2
311,전통시장,인정시장,부산사하구,신평종합시장,2,2
312,전통시장,인정시장,부산사하구,에덴골목시장,2,2
313,전통시장,인정시장,부산사하구,에덴시장,2,2
314,전통시장,인정시장,부산사하구,장림골목시장,2,2
315,전통시장,인정시장,부산사하구,장림시장,2,2
316,전통시장,인정시장,부산사하구,하단시장,2,2
317,전통시장,인정시장,부산사하구,하단오일상설시장,2,2
318,전통시장,인정시장,부산서구,대신시장,2,2
319,전통시장,인정시장,부산서구,동대신1동골목시장,2,2
320,전통시장,인정시장,부산서구,서대신1동골목시장,2,2
321,전통시장,인정시장,부산서구,서대신동골목시장,1,2
322,전통시장,인정시장,부산서구,송남시장,2,2
323,전통시장,인정시장,부산서구,아미시장,2,2
324,전통시장,인정시장,부산서구,충무동골목시장,2,2
325,전통시장,인정시장,부산서구,충무동새벽시장,2,2
326,전통시장,인정시장,부산서구,충무동해안시장,2,2
327,전통시장,인정시장,부산수영구,광안시장,2,2
328,전통시장,인정시장,부산수영구,광안어패류시장,2,2
329,전통시장,인정시장,부산수영구,광안종합시장,2,2
330,전통시장,인정시장,부산수영구,남천해변시장,2,2
331,전통시장,인정시장,부산수영구,망미삼성상가시장,2,2
332,전통시장,인정시장,부산수영구,망미새상가시장,2,2
333,전통시장,인정시장,부산수영구,망미종합시장,2,2
334,전통시장,인정시장,부산수영구,망미중앙시장,1,2
335,전통시장,인정시장,부산수영구,민락골목시장,2,2
336,전통시장,인정시장,부산수영구,민락씨랜드시장,2,2
337,전통시장,인정시장,부산수영구,민락어패류시장,2,2
338,전통시장,인정시장,부산수영구,민락회타운시장,2,2
339,전통시장,인정시장,부산수영구,삼익비치A상가시장,2,2
340,전통시장,인정시장,부산수영구,삼익비치B상가시장,2,2
341,전통시장,인정시장,부산수영구,세흥시장,2,2
342,전통시장,인정시장,부산수영구,수영팔도시장,2,2
343,전통시장,인정시장,부산수영구,현대종합상가시장,2,2
344,전통시장,인정시장,부산연제구,거성시장,2,2
345,전통시장,인정시장,부산연제구,거제시장,2,2
346,전통시장,인정시장,부산연제구,연동시장,2,2
347,전통시장,인정시장,부산연제구,연미새시장,2,2
348,전통시장,인정시장,부산연제구,연일시장,2,2
349,전통시장,인정시장,부산연제구,연천시장,2,2
350,전통시장,인정시장,부산연제구,영남종합시장,2,2
351,전통시장,인정시장,부산영도구,남항시장,2,2
352,전통시장,인정시장,부산영도구,영도봉래시장,2,2
353,전통시장,인정시장,부산영도구,청학시장,2,2
354,전통시장,인정시장,부산중구,남포동건어물도매시장,2,2
355,전통시장,인정시장,부산중구,국제시장,2,2
356,전통시장,인정시장,부산중구,만물의거리시장,2,2
357,전통시장,미인정시장,부산중구,보수동책방골목,2,2
358,전통시장,인정시장,부산중구,보수종합시장,2,2
359,전통시장,인정시장,부산중구,부산데파트,2,2
360,전통시장,인정시장,부산중구,부산자갈밭시장,2,2
361,전통시장,인정시장,부산중구,부평깡통시장,2,2
362,전통시장,인정시장,부산중구,새영주시장,2,2
363,전통시장,인정시장,부산중구,신동아수산물종합시장,2,2
364,전통시장,인정시장,부산중구,신창상가,2,2
365,전통시장,인정시장,부산중구,신천지시장,2,2
366,전통시장,인정시장,부산중구,아리랑거리,2,2
367,전통시장,인정시장,부산중구,영주시장,2,2
368,전통시장,인정시장,부산중구,월드밸리,2,2
369,전통시장,인정시장,부산중구,자갈치시장,2,2
370,전통시장,인정시장,부산중구,창선상가,2,2
371,전통시장,인정시장,부산해운대구,반송큰시장(반송2동시장),1,2
372,전통시장,인정시장,부산해운대구,반송골목시장,2,2
373,전통시장,인정시장,부산해운대구,반여2동상가시장,2,2
374,전통시장,인정시장,부산해운대구,반여3동골목시장,2,2
375,전통시장,인정시장,부산해운대구,반여시장,2,2
376,전통시장,인정시장,부산해운대구,우동종합상가시장,2,2
377,전통시장,미인정시장,부산해운대구,우일시장,2,2
378,전통시장,인정시장,부산해운대구,재송시장,2,2
379,전통시장,인정시장,부산해운대구,재송한마음시장,2,2
380,전통시장,인정시장,부산해운대구,좌동재래시장,2,2
381,전통시장,인정시장,부산해운대구,해운대시장,2,2
382,전통시장,인정시장,대구남구,관문상가시장,2,2
383,전통시장,인정시장,대구남구,관문시장,2,2
384,전통시장,인정시장,대구남구,광덕시장,2,2
385,전통시장,인정시장,대구남구,남부시장,2,2
386,전통시장,인정시장,대구남구,대명신시장,2,2
387,전통시장,인정시장,대구남구,대명중앙시장,2,2
388,전통시장,인정시장,대구남구,명덕시장,2,2
389,전통시장,인정시장,대구남구,봉덕시장,2,2
390,전통시장,인정시장,대구남구,봉덕신시장,2,2
391,전통시장,인정시장,대구남구,성당시장,2,2
392,전통시장,인정시장,대구남구,안지랑시장,2,2
393,전통시장,인정시장,대구남구,영선신시장,2,2
394,전통시장,인정시장,대구달서구,달서송림시장,2,2
395,전통시장,인정시장,대구달서구,달서시장,2,2
396,전통시장,인정시장,대구달서구,대곡시장,2,2
397,전통시장,인정시장,대구달서구,대구대동시장,2,2
398,전통시장,인정시장,대구달서구,대구예전우시장,2,2
399,전통시장,인정시장,대구달서구,도원시장,2,2
400,전통시장,인정시장,대구달서구,두류종합시장,2,2
401,전통시장,인정시장,대구달서구,보성은하상가,2,2
402,전통시장,인정시장,대구달서구,상원시장,2,2
403,전통시장,인정시장,대구달서구,상인영남상가,2,2
404,전통시장,인정시장,대구달서구,서남시장,2,2
405,전통시장,인정시장,대구달서구,서남신시장,2,2
406,전통시장,인정시장,대구달서구,서대구시장,2,2
407,전통시장,인정시장,대구달서구,성서보성화성상가,2,2
408,전통시장,인정시장,대구달서구,송경종합시장,2,2
409,전통시장,인정시장,대구달서구,송현주공시장,2,2
410,전통시장,인정시장,대구달서구,신내당시장,2,2
411,전통시장,인정시장,대구달서구,와룡시장,2,2
412,전통시장,인정시장,대구달서구,성서용산시장,2,2
413,전통시장,인정시장,대구달서구,용산종합큰시장,2,2
414,전통시장,인정시장,대구달서구,월배시장,2,2
415,전통시장,인정시장,대구달서구,월배신시장,2,2
416,전통시장,인정시장,대구달서구,월성청구시장,2,2
417,전통시장,인정시장,대구달서구,두류신시장,2,2
418,전통시장,인정시장,대구달성군,논공중앙시장,2,2
419,전통시장,인정시장,대구달성군,현풍백년도깨비시장,2,2
420,전통시장,인정시장,대구달성군,화원시장,2,2
421,전통시장,인정시장,대구동구,공항시장,2,2
422,전통시장,인정시장,대구동구,동구시장,2,2
423,전통시장,인정시장,대구동구,동대구역전시장,2,2
424,전통시장,인정시장,대구동구,동서시장,2,2
425,전통시장,인정시장,대구동구,목련시장,2,2
426,전통시장,인정시장,대구동구,반야월종합시장,2,2
427,전통시장,인정시장,대구동구,방촌시장,2,2
428,전통시장,인정시장,대구동구,불로전통시장,2,2
429,전통시장,인정시장,대구동구,송라시장,2,2
430,전통시장,인정시장,대구동구,평화시장,2,2
431,전통시장,인정시장,대구북구,대구능금시장,2,2
432,전통시장,인정시장,대구북구,대구청과시장,2,2
433,전통시장,인정시장,대구북구,동대구시장,2,2
434,전통시장,인정시장,대구북구,동대구신시장,2,2
435,전통시장,인정시장,대구북구,산격종합시장,2,2
436,전통시장,인정시장,대구북구,삼성시장,2,2
437,전통시장,인정시장,대구북구,서변중앙시장,2,2
438,전통시장,인정시장,대구북구,중앙시장,2,2
439,전통시장,인정시장,대구북구,칠곡시장,2,2
440,전통시장,인정시장,대구북구,칠성시장,2,2
441,전통시장,인정시장,대구북구,칠성진시장,2,2
442,전통시장,인정시장,대구북구,팔달신시장,2,2
443,전통시장,인정시장,대구북구,산업용재관,2,2
444,전통시장,인정시장,대구북구,섬유제품관,2,2
445,전통시장,인정시장,대구북구,전기재료관,2,2
446,전통시장,인정시장,대구북구,전기조명관,2,2
447,전통시장,인정시장,대구북구,전자관,2,2
448,전통시장,인정시장,대구북구,전자상가,2,2
449,전통시장,인정시장,대구북구,칠성본시장,2,2
450,전통시장,인정시장,대구북구,칠성전자주방시장,2,2
451,전통시장,미인정시장,대구서구,구평리시장,2,2
452,전통시장,인정시장,대구서구,대평리시장,2,2
453,전통시장,인정시장,대구서구,새길시장,2,2
454,전통시장,인정시장,대구서구,서구시장,2,2
455,전통시장,인정시장,대구서구,서부시장,2,2
456,전통시장,인정시장,대구서구,신평리시장,2,1
457,전통시장,인정시장,대구서구,원고개시장,2,2
458,전통시장,인정시장,대구서구,원대신시장,2,2
459,전통시장,인정시장,대구서구,이현시장,2,2
460,전통시장,인정시장,대구서구,중평시장,2,2
461,전통시장,인정시장,대구수성구,동성시장,2,2
462,전통시장,인정시장,대구수성구,수성시장,2,2
463,전통시장,인정시장,대구수성구,신매시장,1,2
464,전통시장,인정시장,대구수성구,지산목련시장(지산종합시장),2,2
465,전통시장,인정시장,대구수성구,청구시장,2,2
466,전통시장,인정시장,대구수성구,태백시장,2,2
467,전통시장,인정시장,대구수성구,황금시장,2,2
468,전통시장,인정시장,대구중구,교동시장,2,2
469,전통시장,인정시장,대구중구,남문시장,2,2
470,전통시장,인정시장,대구중구,동산상가,2,2
471,전통시장,인정시장,대구중구,명품프라자상가,2,2
472,전통시장,인정시장,대구중구,방천시장,2,2
473,전통시장,인정시장,대구중구,번개시장,2,2
474,전통시장,인정시장,대구중구,서문시장2지구종합상가,2,2
475,전통시장,인정시장,대구중구,서문시장5지구,2,2
476,전통시장,인정시장,대구중구,서문시장건해산물상가,2,2
477,전통시장,인정시장,대구중구,서문시장제1지구직물시장,2,2
478,전통시장,인정시장,대구중구,서문시장제1지구포목시장,2,2
479,전통시장,인정시장,대구중구,약령시장,2,2
